Lugar de condena;Nacionalidad;Periodo;Total
13 Madrid, Comunidad de;De Africa;2021;2.996
13 Madrid, Comunidad de;De Africa;2020;2.393
13 Madrid, Comunidad de;De Africa;2019;3.256
13 Madrid, Comunidad de;De Africa;2018;3.190
13 Madrid, Comunidad de;De Africa;2017;3.008
13 Madrid, Comunidad de;De Africa;2016;2.488
13 Madrid, Comunidad de;De Africa;2015;1.955
13 Madrid, Comunidad de;De Africa;2014;1.952
13 Madrid, Comunidad de;De Africa;2013;1.784
13 Madrid, Comunidad de;De América;2021;7.691
13 Madrid, Comunidad de;De América;2020;5.965
13 Madrid, Comunidad de;De América;2019;7.213
13 Madrid, Comunidad de;De América;2018;6.947
13 Madrid, Comunidad de;De América;2017;6.507
13 Madrid, Comunidad de;De América;2016;6.069
13 Madrid, Comunidad de;De América;2015;5.142
13 Madrid, Comunidad de;De América;2014;5.422
13 Madrid, Comunidad de;De América;2013;6.159
13 Madrid, Comunidad de;De Asia;2021;558
13 Madrid, Comunidad de;De Asia;2020;358
13 Madrid, Comunidad de;De Asia;2019;615
13 Madrid, Comunidad de;De Asia;2018;594
13 Madrid, Comunidad de;De Asia;2017;557
13 Madrid, Comunidad de;De Asia;2016;414
13 Madrid, Comunidad de;De Asia;2015;375
13 Madrid, Comunidad de;De Asia;2014;382
13 Madrid, Comunidad de;De Asia;2013;357
13 Madrid, Comunidad de;De Oceanía;2021;2
13 Madrid, Comunidad de;De Oceanía;2020;3
13 Madrid, Comunidad de;De Oceanía;2019;4
13 Madrid, Comunidad de;De Oceanía;2018;5
13 Madrid, Comunidad de;De Oceanía;2017;3
13 Madrid, Comunidad de;De Oceanía;2016;3
13 Madrid, Comunidad de;De Oceanía;2015;5
13 Madrid, Comunidad de;De Oceanía;2014;3
13 Madrid, Comunidad de;De Oceanía;2013;25
14 Murcia, Región de;Total;2021;14.147
14 Murcia, Región de;Total;2020;10.411
14 Murcia, Región de;Total;2019;13.275
14 Murcia, Región de;Total;2018;13.101
14 Murcia, Región de;Total;2017;12.761
14 Murcia, Región de;Total;2016;12.812
14 Murcia, Región de;Total;2015;10.238
14 Murcia, Región de;Total;2014;9.757
14 Murcia, Región de;Total;2013;10.010
14 Murcia, Región de;Española;2021;10.289
14 Murcia, Región de;Española;2020;7.558
14 Murcia, Región de;Española;2019;9.845
14 Murcia, Región de;Española;2018;9.717
14 Murcia, Región de;Española;2017;9.655
14 Murcia, Región de;Española;2016;9.749
14 Murcia, Región de;Española;2015;7.539
14 Murcia, Región de;Española;2014;7.003
14 Murcia, Región de;Española;2013;7.100
14 Murcia, Región de;País de la UE28 sin España;2021;""
14 Murcia, Región de;País de la UE28 sin España;2020;""
14 Murcia, Región de;País de la UE28 sin España;2019;525
14 Murcia, Región de;País de la UE28 sin España;2018;521
14 Murcia, Región de;País de la UE28 sin España;2017;506
14 Murcia, Región de;País de la UE28 sin España;2016;477
14 Murcia, Región de;País de la UE28 sin España;2015;443
14 Murcia, Región de;País de la UE28 sin España;2014;428
14 Murcia, Región de;País de la UE28 sin España;2013;457
14 Murcia, Región de;País de la UE27_2020 sin España;2021;431
14 Murcia, Región de;País de la UE27_2020 sin España;2020;305
14 Murcia, Región de;País de la UE27_2020 sin España;2019;""
14 Murcia, Región de;País de la UE27_2020 sin España;2018;""
14 Murcia, Región de;País de la UE27_2020 sin España;2017;""
14 Murcia, Región de;País de la UE27_2020 sin España;2016;""
14 Murcia, Región de;País de la UE27_2020 sin España;2015;""
14 Murcia, Región de;País de la UE27_2020 sin España;2014;""
14 Murcia, Región de;País de la UE27_2020 sin España;2013;""
14 Murcia, Región de;País de Europa menos UE28;2021;""
14 Murcia, Región de;País de Europa menos UE28;2020;""
14 Murcia, Región de;País de Europa menos UE28;2019;138
14 Murcia, Región de;País de Europa menos UE28;2018;102
14 Murcia, Región de;País de Europa menos UE28;2017;103
14 Murcia, Región de;País de Europa menos UE28;2016;109
14 Murcia, Región de;País de Europa menos UE28;2015;83
14 Murcia, Región de;País de Europa menos UE28;2014;81
14 Murcia, Región de;País de Europa menos UE28;2013;82
14 Murcia, Región de;País de Europa menos UE27_2020;2021;186
14 Murcia, Región de;País de Europa menos UE27_2020;2020;123
14 Murcia, Región de;País de Europa menos UE27_2020;2019;""
14 Murcia, Región de;País de Europa menos UE27_2020;2018;""
14 Murcia, Región de;País de Europa menos UE27_2020;2017;""
14 Murcia, Región de;País de Europa menos UE27_2020;2016;""
14 Murcia, Región de;País de Europa menos UE27_2020;2015;""
14 Murcia, Región de;País de Europa menos UE27_2020;2014;""
14 Murcia, Región de;País de Europa menos UE27_2020;2013;""
14 Murcia, Región de;De Africa;2021;1.580
14 Murcia, Región de;De Africa;2020;1.199
14 Murcia, Región de;De Africa;2019;1.312
14 Murcia, Región de;De Africa;2018;1.294
14 Murcia, Región de;De Africa;2017;1.129
14 Murcia, Región de;De Africa;2016;1.097
14 Murcia, Región de;De Africa;2015;837
14 Murcia, Región de;De Africa;2014;809
14 Murcia, Región de;De Africa;2013;840
14 Murcia, Región de;De América;2021;1.618
14 Murcia, Región de;De América;2020;1.191
14 Murcia, Región de;De América;2019;1.376
14 Murcia, Región de;De América;2018;1.424
14 Murcia, Región de;De América;2017;1.326
14 Murcia, Región de;De América;2016;1.337
14 Murcia, Región de;De América;2015;1.315
14 Murcia, Región de;De América;2014;1.416
14 Murcia, Región de;De América;2013;1.492
14 Murcia, Región de;De Asia;2021;43
14 Murcia, Región de;De Asia;2020;35
14 Murcia, Región de;De Asia;2019;77
14 Murcia, Región de;De Asia;2018;43
14 Murcia, Región de;De Asia;2017;42
14 Murcia, Región de;De Asia;2016;43
14 Murcia, Región de;De Asia;2015;21
14 Murcia, Región de;De Asia;2014;20
14 Murcia, Región de;De Asia;2013;33
14 Murcia, Región de;De Oceanía;2021;0
14 Murcia, Región de;De Oceanía;2020;0
14 Murcia, Región de;De Oceanía;2019;2
14 Murcia, Región de;De Oceanía;2018;0
14 Murcia, Región de;De Oceanía;2017;0
14 Murcia, Región de;De Oceanía;2016;0
14 Murcia, Región de;De Oceanía;2015;0
14 Murcia, Región de;De Oceanía;2014;0
14 Murcia, Región de;De Oceanía;2013;6
15 Navarra, Comunidad Foral de;Total;2021;4.725
15 Navarra, Comunidad Foral de;Total;2020;3.686
15 Navarra, Comunidad Foral de;Total;2019;4.940
15 Navarra, Comunidad Foral de;Total;2018;4.775
15 Navarra, Comunidad Foral de;Total;2017;4.533
15 Navarra, Comunidad Foral de;Total;2016;4.109
15 Navarra, Comunidad Foral de;Total;2015;3.481
15 Navarra, Comunidad Foral de;Total;2014;3.301
15 Navarra, Comunidad Foral de;Total;2013;3.380
15 Navarra, Comunidad Foral de;Española;2021;3.433
15 Navarra, Comunidad Foral de;Española;2020;2.696
15 Navarra, Comunidad Foral de;Española;2019;3.544
15 Navarra, Comunidad Foral de;Española;2018;3.551
15 Navarra, Comunidad Foral de;Española;2017;3.392
15 Navarra, Comunidad Foral de;Española;2016;2.998
15 Navarra, Comunidad Foral de;Española;2015;2.501
15 Navarra, Comunidad Foral de;Española;2014;2.347
15 Navarra, Comunidad Foral de;Española;2013;2.411
15 Navarra, Comunidad Foral de;País de la UE28 sin España;2021;""
15 Navarra, Comunidad Foral de;País de la UE28 sin España;2020;""
15 Navarra, Comunidad Foral de;País de la UE28 sin España;2019;404
15 Navarra, Comunidad Foral de;País de la UE28 sin España;2018;426
15 Navarra, Comunidad Foral de;País de la UE28 sin España;2017;370
15 Navarra, Comunidad Foral de;País de la UE28 sin España;2016;383
15 Navarra, Comunidad Foral de;País de la UE28 sin España;2015;303
15 Navarra, Comunidad Foral de;País de la UE28 sin España;2014;303
15 Navarra, Comunidad Foral de;País de la UE28 sin España;2013;283
15 Navarra, Comunidad Foral de;País de la UE27_2020 sin España;2021;279
15 Navarra, Comunidad Foral de;País de la UE27_2020 sin España;2020;280
15 Navarra, Comunidad Foral de;País de la UE27_2020 sin España;2019;""
15 Navarra, Comunidad Foral de;País de la UE27_2020 sin España;2018;""
15 Navarra, Comunidad Foral de;País de la UE27_2020 sin España;2017;""
15 Navarra, Comunidad Foral de;País de la UE27_2020 sin España;2016;""
15 Navarra, Comunidad Foral de;País de la UE27_2020 sin España;2015;""
15 Navarra, Comunidad Foral de;País de la UE27_2020 sin España;2014;""
15 Navarra, Comunidad Foral de;País de la UE27_2020 sin España;2013;""
15 Navarra, Comunidad Foral de;País de Europa menos UE28;2021;""
15 Navarra, Comunidad Foral de;País de Europa menos UE28;2020;""
15 Navarra, Comunidad Foral de;País de Europa menos UE28;2019;80
15 Navarra, Comunidad Foral de;País de Europa menos UE28;2018;60
15 Navarra, Comunidad Foral de;País de Europa menos UE28;2017;47
15 Navarra, Comunidad Foral de;País de Europa menos UE28;2016;48
15 Navarra, Comunidad Foral de;País de Europa menos UE28;2015;43
15 Navarra, Comunidad Foral de;País de Europa menos UE28;2014;41
15 Navarra, Comunidad Foral de;País de Europa menos UE28;2013;53
15 Navarra, Comunidad Foral de;País de Europa menos UE27_2020;2021;51
15 Navarra, Comunidad Foral de;País de Europa menos UE27_2020;2020;55
15 Navarra, Comunidad Foral de;País de Europa menos UE27_2020;2019;""
15 Navarra, Comunidad Foral de;País de Europa menos UE27_2020;2018;""
15 Navarra, Comunidad Foral de;País de Europa menos UE27_2020;2017;""
15 Navarra, Comunidad Foral de;País de Europa menos UE27_2020;2016;""
15 Navarra, Comunidad Foral de;País de Europa menos UE27_2020;2015;""
15 Navarra, Comunidad Foral de;País de Europa menos UE27_2020;2014;""
15 Navarra, Comunidad Foral de;País de Europa menos UE27_2020;2013;""
15 Navarra, Comunidad Foral de;De Africa;2021;395
15 Navarra, Comunidad Foral de;De Africa;2020;267
15 Navarra, Comunidad Foral de;De Africa;2019;379
15 Navarra, Comunidad Foral de;De Africa;2018;271
15 Navarra, Comunidad Foral de;De Africa;2017;298
15 Navarra, Comunidad Foral de;De Africa;2016;260
15 Navarra, Comunidad Foral de;De Africa;2015;194
15 Navarra, Comunidad Foral de;De Africa;2014;200
15 Navarra, Comunidad Foral de;De Africa;2013;194
15 Navarra, Comunidad Foral de;De América;2021;556
15 Navarra, Comunidad Foral de;De América;2020;375
15 Navarra, Comunidad Foral de;De América;2019;521
15 Navarra, Comunidad Foral de;De América;2018;449
15 Navarra, Comunidad Foral de;De América;2017;415
15 Navarra, Comunidad Foral de;De América;2016;393
15 Navarra, Comunidad Foral de;De América;2015;423
15 Navarra, Comunidad Foral de;De América;2014;404
15 Navarra, Comunidad Foral de;De América;2013;427
15 Navarra, Comunidad Foral de;De Asia;2021;11
15 Navarra, Comunidad Foral de;De Asia;2020;13
15 Navarra, Comunidad Foral de;De Asia;2019;11
15 Navarra, Comunidad Foral de;De Asia;2018;12
15 Navarra, Comunidad Foral de;De Asia;2017;10
15 Navarra, Comunidad Foral de;De Asia;2016;23
15 Navarra, Comunidad Foral de;De Asia;2015;15
15 Navarra, Comunidad Foral de;De Asia;2014;4
15 Navarra, Comunidad Foral de;De Asia;2013;10
15 Navarra, Comunidad Foral de;De Oceanía;2021;0
15 Navarra, Comunidad Foral de;De Oceanía;2020;0
15 Navarra, Comunidad Foral de;De Oceanía;2019;1
15 Navarra, Comunidad Foral de;De Oceanía;2018;6
15 Navarra, Comunidad Foral de;De Oceanía;2017;1
15 Navarra, Comunidad Foral de;De Oceanía;2016;4
15 Navarra, Comunidad Foral de;De Oceanía;2015;2
15 Navarra, Comunidad Foral de;De Oceanía;2014;2
15 Navarra, Comunidad Foral de;De Oceanía;2013;2
16 País Vasco;Total;2021;20.708
16 País Vasco;Total;2020;14.290
16 País Vasco;Total;2019;18.697
16 País Vasco;Total;2018;18.077
16 País Vasco;Total;2017;17.118
16 País Vasco;Total;2016;15.749
16 País Vasco;Total;2015;10.589
16 País Vasco;Total;2014;10.538
16 País Vasco;Total;2013;10.969
16 País Vasco;Española;2021;14.230
16 País Vasco;Española;2020;10.011
16 País Vasco;Española;2019;13.324
16 País Vasco;Española;2018;13.194
16 País Vasco;Española;2017;12.564
16 País Vasco;Española;2016;11.668
16 País Vasco;Española;2015;7.725
16 País Vasco;Española;2014;7.585
16 País Vasco;Española;2013;7.724
16 País Vasco;País de la UE28 sin España;2021;""
16 País Vasco;País de la UE28 sin España;2020;""
16 País Vasco;País de la UE28 sin España;2019;1.114
16 País Vasco;País de la UE28 sin España;2018;1.191
16 País Vasco;País de la UE28 sin España;2017;1.043
16 País Vasco;País de la UE28 sin España;2016;1.133
16 País Vasco;País de la UE28 sin España;2015;817
16 País Vasco;País de la UE28 sin España;2014;832
16 País Vasco;País de la UE28 sin España;2013;875
16 País Vasco;País de la UE27_2020 sin España;2021;958
16 País Vasco;País de la UE27_2020 sin España;2020;753
16 País Vasco;País de la UE27_2020 sin España;2019;""
16 País Vasco;País de la UE27_2020 sin España;2018;""
16 País Vasco;País de la UE27_2020 sin España;2017;""
16 País Vasco;País de la UE27_2020 sin España;2016;""
16 País Vasco;País de la UE27_2020 sin España;2015;""
16 País Vasco;País de la UE27_2020 sin España;2014;""
16 País Vasco;País de la UE27_2020 sin España;2013;""
16 País Vasco;País de Europa menos UE28;2021;""
16 País Vasco;País de Europa menos UE28;2020;""
16 País Vasco;País de Europa menos UE28;2019;246
16 País Vasco;País de Europa menos UE28;2018;223
16 País Vasco;País de Europa menos UE28;2017;180
16 País Vasco;País de Europa menos UE28;2016;97
16 País Vasco;País de Europa menos UE28;2015;75
16 País Vasco;País de Europa menos UE28;2014;74
16 País Vasco;País de Europa menos UE28;2013;60
16 País Vasco;País de Europa menos UE27_2020;2021;278
16 País Vasco;País de Europa menos UE27_2020;2020;175
16 País Vasco;País de Europa menos UE27_2020;2019;""
16 País Vasco;País de Europa menos UE27_2020;2018;""
16 País Vasco;País de Europa menos UE27_2020;2017;""
16 País Vasco;País de Europa menos UE27_2020;2016;""
16 País Vasco;País de Europa menos UE27_2020;2015;""
16 País Vasco;País de Europa menos UE27_2020;2014;""
16 País Vasco;País de Europa menos UE27_2020;2013;""
16 País Vasco;De Africa;2021;3.079
16 País Vasco;De Africa;2020;1.915
16 País Vasco;De Africa;2019;2.346
16 País Vasco;De Africa;2018;1.938
16 País Vasco;De Africa;2017;1.854
16 País Vasco;De Africa;2016;1.564
16 País Vasco;De Africa;2015;918
16 País Vasco;De Africa;2014;925
16 País Vasco;De Africa;2013;1.087
16 País Vasco;De América;2021;2.019
16 País Vasco;De América;2020;1.328
16 País Vasco;De América;2019;1.516
16 País Vasco;De América;2018;1.389
16 País Vasco;De América;2017;1.333
16 País Vasco;De América;2016;1.183
16 País Vasco;De América;2015;970
16 País Vasco;De América;2014;1.060
16 País Vasco;De América;2013;1.114
16 País Vasco;De Asia;2021;144
16 País Vasco;De Asia;2020;107
16 País Vasco;De Asia;2019;149
16 País Vasco;De Asia;2018;141
16 País Vasco;De Asia;2017;140
16 País Vasco;De Asia;2016;95
16 País Vasco;De Asia;2015;82
16 País Vasco;De Asia;2014;61
16 País Vasco;De Asia;2013;68
16 País Vasco;De Oceanía;2021;0
16 País Vasco;De Oceanía;2020;1
16 País Vasco;De Oceanía;2019;2
16 País Vasco;De Oceanía;2018;1
16 País Vasco;De Oceanía;2017;4
16 País Vasco;De Oceanía;2016;9
16 País Vasco;De Oceanía;2015;2
16 País Vasco;De Oceanía;2014;1
16 País Vasco;De Oceanía;2013;41
17 Rioja, La;Total;2021;2.971
17 Rioja, La;Total;2020;1.911
17 Rioja, La;Total;2019;2.439
17 Rioja, La;Total;2018;2.734
17 Rioja, La;Total;2017;2.476
17 Rioja, La;Total;2016;2.561
17 Rioja, La;Total;2015;1.956
17 Rioja, La;Total;2014;1.890
17 Rioja, La;Total;2013;1.686
17 Rioja, La;Española;2021;2.201
17 Rioja, La;Española;2020;1.410
17 Rioja, La;Española;2019;1.784
17 Rioja, La;Española;2018;2.019
17 Rioja, La;Española;2017;1.818
17 Rioja, La;Española;2016;1.829
17 Rioja, La;Española;2015;1.393
17 Rioja, La;Española;2014;1.377
17 Rioja, La;Española;2013;1.150
17 Rioja, La;País de la UE28 sin España;2021;""
17 Rioja, La;País de la UE28 sin España;2020;""
17 Rioja, La;País de la UE28 sin España;2019;215
17 Rioja, La;País de la UE28 sin España;2018;275
17 Rioja, La;País de la UE28 sin España;2017;296
17 Rioja, La;País de la UE28 sin España;2016;286
17 Rioja, La;País de la UE28 sin España;2015;237
17 Rioja, La;País de la UE28 sin España;2014;193
17 Rioja, La;País de la UE28 sin España;2013;203
17 Rioja, La;País de la UE27_2020 sin España;2021;270
17 Rioja, La;País de la UE27_2020 sin España;2020;221
17 Rioja, La;País de la UE27_2020 sin España;2019;""
17 Rioja, La;País de la UE27_2020 sin España;2018;""
17 Rioja, La;País de la UE27_2020 sin España;2017;""
17 Rioja, La;País de la UE27_2020 sin España;2016;""
17 Rioja, La;País de la UE27_2020 sin España;2015;""
17 Rioja, La;País de la UE27_2020 sin España;2014;""
17 Rioja, La;País de la UE27_2020 sin España;2013;""
17 Rioja, La;País de Europa menos UE28;2021;""
17 Rioja, La;País de Europa menos UE28;2020;""
17 Rioja, La;País de Europa menos UE28;2019;38
17 Rioja, La;País de Europa menos UE28;2018;40
17 Rioja, La;País de Europa menos UE28;2017;35
17 Rioja, La;País de Europa menos UE28;2016;34
17 Rioja, La;País de Europa menos UE28;2015;16
17 Rioja, La;País de Europa menos UE28;2014;16
17 Rioja, La;País de Europa menos UE28;2013;10
17 Rioja, La;País de Europa menos UE27_2020;2021;34
17 Rioja, La;País de Europa menos UE27_2020;2020;12
17 Rioja, La;País de Europa menos UE27_2020;2019;""
17 Rioja, La;País de Europa menos UE27_2020;2018;""
17 Rioja, La;País de Europa menos UE27_2020;2017;""
17 Rioja, La;País de Europa menos UE27_2020;2016;""
17 Rioja, La;País de Europa menos UE27_2020;2015;""
17 Rioja, La;País de Europa menos UE27_2020;2014;""
17 Rioja, La;País de Europa menos UE27_2020;2013;""
17 Rioja, La;De Africa;2021;209
17 Rioja, La;De Africa;2020;133
17 Rioja, La;De Africa;2019;190
17 Rioja, La;De Africa;2018;180
17 Rioja, La;De Africa;2017;139
17 Rioja, La;De Africa;2016;155
17 Rioja, La;De Africa;2015;110
17 Rioja, La;De Africa;2014;120
17 Rioja, La;De Africa;2013;156
17 Rioja, La;De América;2021;238
17 Rioja, La;De América;2020;121
17 Rioja, La;De América;2019;184
17 Rioja, La;De América;2018;194
17 Rioja, La;De América;2017;155
17 Rioja, La;De América;2016;207
17 Rioja, La;De América;2015;173
17 Rioja, La;De América;2014;166
17 Rioja, La;De América;2013;144
17 Rioja, La;De Asia;2021;19
17 Rioja, La;De Asia;2020;14
17 Rioja, La;De Asia;2019;28
17 Rioja, La;De Asia;2018;26
17 Rioja, La;De Asia;2017;33
17 Rioja, La;De Asia;2016;50
17 Rioja, La;De Asia;2015;27
17 Rioja, La;De Asia;2014;18
17 Rioja, La;De Asia;2013;17
17 Rioja, La;De Oceanía;2021;0
17 Rioja, La;De Oceanía;2020;0
17 Rioja, La;De Oceanía;2019;0
17 Rioja, La;De Oceanía;2018;0
17 Rioja, La;De Oceanía;2017;0
17 Rioja, La;De Oceanía;2016;0
17 Rioja, La;De Oceanía;2015;0
17 Rioja, La;De Oceanía;2014;0
17 Rioja, La;De Oceanía;2013;6
18 Ceuta;Total;2021;1.192
18 Ceuta;Total;2020;1.400
18 Ceuta;Total;2019;2.180
18 Ceuta;Total;2018;2.130
18 Ceuta;Total;2017;2.037
18 Ceuta;Total;2016;1.793
18 Ceuta;Total;2015;1.805
18 Ceuta;Total;2014;1.915
18 Ceuta;Total;2013;1.988
18 Ceuta;Española;2021;835
18 Ceuta;Española;2020;864
18 Ceuta;Española;2019;1.095
18 Ceuta;Española;2018;951
18 Ceuta;Española;2017;983
18 Ceuta;Española;2016;902
18 Ceuta;Española;2015;842
18 Ceuta;Española;2014;843
18 Ceuta;Española;2013;836
18 Ceuta;País de la UE28 sin España;2021;""
18 Ceuta;País de la UE28 sin España;2020;""
18 Ceuta;País de la UE28 sin España;2019;27
18 Ceuta;País de la UE28 sin España;2018;23
18 Ceuta;País de la UE28 sin España;2017;20
18 Ceuta;País de la UE28 sin España;2016;39
18 Ceuta;País de la UE28 sin España;2015;62
18 Ceuta;País de la UE28 sin España;2014;80
18 Ceuta;País de la UE28 sin España;2013;85
18 Ceuta;País de la UE27_2020 sin España;2021;6
18 Ceuta;País de la UE27_2020 sin España;2020;18
18 Ceuta;País de la UE27_2020 sin España;2019;""
18 Ceuta;País de la UE27_2020 sin España;2018;""
18 Ceuta;País de la UE27_2020 sin España;2017;""
18 Ceuta;País de la UE27_2020 sin España;2016;""
18 Ceuta;País de la UE27_2020 sin España;2015;""
18 Ceuta;País de la UE27_2020 sin España;2014;""
18 Ceuta;País de la UE27_2020 sin España;2013;""
18 Ceuta;País de Europa menos UE28;2021;""
18 Ceuta;País de Europa menos UE28;2020;""
18 Ceuta;País de Europa menos UE28;2019;3
18 Ceuta;País de Europa menos UE28;2018;0
18 Ceuta;País de Europa menos UE28;2017;0
18 Ceuta;País de Europa menos UE28;2016;3
18 Ceuta;País de Europa menos UE28;2015;4
18 Ceuta;País de Europa menos UE28;2014;1
18 Ceuta;País de Europa menos UE28;2013;4
18 Ceuta;País de Europa menos UE27_2020;2021;4
18 Ceuta;País de Europa menos UE27_2020;2020;2
18 Ceuta;País de Europa menos UE27_2020;2019;""
18 Ceuta;País de Europa menos UE27_2020;2018;""
18 Ceuta;País de Europa menos UE27_2020;2017;""
18 Ceuta;País de Europa menos UE27_2020;2016;""
18 Ceuta;País de Europa menos UE27_2020;2015;""
18 Ceuta;País de Europa menos UE27_2020;2014;""
18 Ceuta;País de Europa menos UE27_2020;2013;""
18 Ceuta;De Africa;2021;345
18 Ceuta;De Africa;2020;510
18 Ceuta;De Africa;2019;1.044
18 Ceuta;De Africa;2018;1.147
18 Ceuta;De Africa;2017;1.015
18 Ceuta;De Africa;2016;841
18 Ceuta;De Africa;2015;874
18 Ceuta;De Africa;2014;969
18 Ceuta;De Africa;2013;1.041
18 Ceuta;De América;2021;2
18 Ceuta;De América;2020;2
18 Ceuta;De América;2019;3
18 Ceuta;De América;2018;4
18 Ceuta;De América;2017;2
18 Ceuta;De América;2016;5
18 Ceuta;De América;2015;8
18 Ceuta;De América;2014;7
18 Ceuta;De América;2013;11
18 Ceuta;De Asia;2021;0
18 Ceuta;De Asia;2020;4
18 Ceuta;De Asia;2019;8
18 Ceuta;De Asia;2018;5
18 Ceuta;De Asia;2017;17
18 Ceuta;De Asia;2016;3
18 Ceuta;De Asia;2015;15
18 Ceuta;De Asia;2014;15
18 Ceuta;De Asia;2013;11
18 Ceuta;De Oceanía;2021;0
18 Ceuta;De Oceanía;2020;0
18 Ceuta;De Oceanía;2019;0
18 Ceuta;De Oceanía;2018;0
18 Ceuta;De Oceanía;2017;0
18 Ceuta;De Oceanía;2016;0
18 Ceuta;De Oceanía;2015;0
18 Ceuta;De Oceanía;2014;0
18 Ceuta;De Oceanía;2013;0
19 Melilla;Total;2021;1.127
19 Melilla;Total;2020;1.184
19 Melilla;Total;2019;1.855
19 Melilla;Total;2018;1.870
19 Melilla;Total;2017;1.767
19 Melilla;Total;2016;1.400
19 Melilla;Total;2015;1.489
19 Melilla;Total;2014;1.385
19 Melilla;Total;2013;1.357
19 Melilla;Española;2021;619
19 Melilla;Española;2020;545
19 Melilla;Española;2019;700
19 Melilla;Española;2018;657
19 Melilla;Española;2017;602
19 Melilla;Española;2016;506
19 Melilla;Española;2015;524
19 Melilla;Española;2014;507
19 Melilla;Española;2013;444
19 Melilla;País de la UE28 sin España;2021;""
19 Melilla;País de la UE28 sin España;2020;""
19 Melilla;País de la UE28 sin España;2019;16
19 Melilla;País de la UE28 sin España;2018;20
19 Melilla;País de la UE28 sin España;2017;14
19 Melilla;País de la UE28 sin España;2016;13
19 Melilla;País de la UE28 sin España;2015;11
19 Melilla;País de la UE28 sin España;2014;14
19 Melilla;País de la UE28 sin España;2013;10
19 Melilla;País de la UE27_2020 sin España;2021;2
19 Melilla;País de la UE27_2020 sin España;2020;18
19 Melilla;País de la UE27_2020 sin España;2019;""
19 Melilla;País de la UE27_2020 sin España;2018;""
19 Melilla;País de la UE27_2020 sin España;2017;""
19 Melilla;País de la UE27_2020 sin España;2016;""
19 Melilla;País de la UE27_2020 sin España;2015;""
19 Melilla;País de la UE27_2020 sin España;2014;""
19 Melilla;País de la UE27_2020 sin España;2013;""
19 Melilla;País de Europa menos UE28;2021;""
19 Melilla;País de Europa menos UE28;2020;""
19 Melilla;País de Europa menos UE28;2019;1
19 Melilla;País de Europa menos UE28;2018;0
19 Melilla;País de Europa menos UE28;2017;0
19 Melilla;País de Europa menos UE28;2016;0
19 Melilla;País de Europa menos UE28;2015;1
19 Melilla;País de Europa menos UE28;2014;0
19 Melilla;País de Europa menos UE28;2013;0
19 Melilla;País de Europa menos UE27_2020;2021;0
19 Melilla;País de Europa menos UE27_2020;2020;5
19 Melilla;País de Europa menos UE27_2020;2019;""
19 Melilla;País de Europa menos UE27_2020;2018;""
19 Melilla;País de Europa menos UE27_2020;2017;""
19 Melilla;País de Europa menos UE27_2020;2016;""
19 Melilla;País de Europa menos UE27_2020;2015;""
19 Melilla;País de Europa menos UE27_2020;2014;""
19 Melilla;País de Europa menos UE27_2020;2013;""
19 Melilla;De Africa;2021;504
19 Melilla;De Africa;2020;606
19 Melilla;De Africa;2019;1.129
19 Melilla;De Africa;2018;1.171
19 Melilla;De Africa;2017;1.139
19 Melilla;De Africa;2016;877
19 Melilla;De Africa;2015;931
19 Melilla;De Africa;2014;829
19 Melilla;De Africa;2013;892
19 Melilla;De América;2021;1
19 Melilla;De América;2020;3
19 Melilla;De América;2019;0
19 Melilla;De América;2018;9
19 Melilla;De América;2017;1
19 Melilla;De América;2016;1
19 Melilla;De América;2015;3
19 Melilla;De América;2014;4
19 Melilla;De América;2013;1
19 Melilla;De Asia;2021;1
19 Melilla;De Asia;2020;7
19 Melilla;De Asia;2019;9
19 Melilla;De Asia;2018;13
19 Melilla;De Asia;2017;11
19 Melilla;De Asia;2016;3
19 Melilla;De Asia;2015;19
19 Melilla;De Asia;2014;31
19 Melilla;De Asia;2013;10
19 Melilla;De Oceanía;2021;0
19 Melilla;De Oceanía;2020;0
19 Melilla;De Oceanía;2019;0
19 Melilla;De Oceanía;2018;0
19 Melilla;De Oceanía;2017;0
19 Melilla;De Oceanía;2016;0
19 Melilla;De Oceanía;2015;0
19 Melilla;De Oceanía;2014;0
19 Melilla;De Oceanía;2013;0
