Lugar de condena;Edad;Sexo;Periodo;Total
09 Cataluña;Total;Hombres;2018;1.361
09 Cataluña;Total;Hombres;2017;1.511
09 Cataluña;Total;Hombres;2016;1.294
09 Cataluña;Total;Hombres;2015;1.242
09 Cataluña;Total;Hombres;2014;1.518
09 Cataluña;Total;Hombres;2013;1.442
09 Cataluña;Total;Mujeres;2021;220
09 Cataluña;Total;Mujeres;2020;174
09 Cataluña;Total;Mujeres;2019;222
09 Cataluña;Total;Mujeres;2018;308
09 Cataluña;Total;Mujeres;2017;320
09 Cataluña;Total;Mujeres;2016;236
09 Cataluña;Total;Mujeres;2015;251
09 Cataluña;Total;Mujeres;2014;282
09 Cataluña;Total;Mujeres;2013;248
09 Cataluña;14 años;Total;2021;216
09 Cataluña;14 años;Total;2020;163
09 Cataluña;14 años;Total;2019;266
09 Cataluña;14 años;Total;2018;296
09 Cataluña;14 años;Total;2017;279
09 Cataluña;14 años;Total;2016;237
09 Cataluña;14 años;Total;2015;203
09 Cataluña;14 años;Total;2014;283
09 Cataluña;14 años;Total;2013;252
09 Cataluña;14 años;Hombres;2021;178
09 Cataluña;14 años;Hombres;2020;124
09 Cataluña;14 años;Hombres;2019;222
09 Cataluña;14 años;Hombres;2018;218
09 Cataluña;14 años;Hombres;2017;208
09 Cataluña;14 años;Hombres;2016;184
09 Cataluña;14 años;Hombres;2015;156
09 Cataluña;14 años;Hombres;2014;226
09 Cataluña;14 años;Hombres;2013;207
09 Cataluña;14 años;Mujeres;2021;38
09 Cataluña;14 años;Mujeres;2020;39
09 Cataluña;14 años;Mujeres;2019;44
09 Cataluña;14 años;Mujeres;2018;78
09 Cataluña;14 años;Mujeres;2017;71
09 Cataluña;14 años;Mujeres;2016;53
09 Cataluña;14 años;Mujeres;2015;47
09 Cataluña;14 años;Mujeres;2014;57
09 Cataluña;14 años;Mujeres;2013;45
09 Cataluña;15 años;Total;2021;330
09 Cataluña;15 años;Total;2020;250
09 Cataluña;15 años;Total;2019;362
09 Cataluña;15 años;Total;2018;356
09 Cataluña;15 años;Total;2017;424
09 Cataluña;15 años;Total;2016;338
09 Cataluña;15 años;Total;2015;304
09 Cataluña;15 años;Total;2014;397
09 Cataluña;15 años;Total;2013;360
09 Cataluña;15 años;Hombres;2021;275
09 Cataluña;15 años;Hombres;2020;202
09 Cataluña;15 años;Hombres;2019;303
09 Cataluña;15 años;Hombres;2018;282
09 Cataluña;15 años;Hombres;2017;319
09 Cataluña;15 años;Hombres;2016;278
09 Cataluña;15 años;Hombres;2015;259
09 Cataluña;15 años;Hombres;2014;332
09 Cataluña;15 años;Hombres;2013;294
09 Cataluña;15 años;Mujeres;2021;55
09 Cataluña;15 años;Mujeres;2020;48
09 Cataluña;15 años;Mujeres;2019;59
09 Cataluña;15 años;Mujeres;2018;74
09 Cataluña;15 años;Mujeres;2017;105
09 Cataluña;15 años;Mujeres;2016;60
09 Cataluña;15 años;Mujeres;2015;45
09 Cataluña;15 años;Mujeres;2014;65
09 Cataluña;15 años;Mujeres;2013;66
09 Cataluña;16 años;Total;2021;517
09 Cataluña;16 años;Total;2020;410
09 Cataluña;16 años;Total;2019;449
09 Cataluña;16 años;Total;2018;458
09 Cataluña;16 años;Total;2017;524
09 Cataluña;16 años;Total;2016;435
09 Cataluña;16 años;Total;2015;489
09 Cataluña;16 años;Total;2014;513
09 Cataluña;16 años;Total;2013;471
09 Cataluña;16 años;Hombres;2021;454
09 Cataluña;16 años;Hombres;2020;364
09 Cataluña;16 años;Hombres;2019;386
09 Cataluña;16 años;Hombres;2018;381
09 Cataluña;16 años;Hombres;2017;456
09 Cataluña;16 años;Hombres;2016;385
09 Cataluña;16 años;Hombres;2015;398
09 Cataluña;16 años;Hombres;2014;435
09 Cataluña;16 años;Hombres;2013;408
09 Cataluña;16 años;Mujeres;2021;63
09 Cataluña;16 años;Mujeres;2020;46
09 Cataluña;16 años;Mujeres;2019;63
09 Cataluña;16 años;Mujeres;2018;77
09 Cataluña;16 años;Mujeres;2017;68
09 Cataluña;16 años;Mujeres;2016;50
09 Cataluña;16 años;Mujeres;2015;91
09 Cataluña;16 años;Mujeres;2014;78
09 Cataluña;16 años;Mujeres;2013;63
09 Cataluña;17 años;Total;2021;597
09 Cataluña;17 años;Total;2020;429
09 Cataluña;17 años;Total;2019;578
09 Cataluña;17 años;Total;2018;559
09 Cataluña;17 años;Total;2017;604
09 Cataluña;17 años;Total;2016;520
09 Cataluña;17 años;Total;2015;497
09 Cataluña;17 años;Total;2014;607
09 Cataluña;17 años;Total;2013;607
09 Cataluña;17 años;Hombres;2021;533
09 Cataluña;17 años;Hombres;2020;388
09 Cataluña;17 años;Hombres;2019;522
09 Cataluña;17 años;Hombres;2018;480
09 Cataluña;17 años;Hombres;2017;528
09 Cataluña;17 años;Hombres;2016;447
09 Cataluña;17 años;Hombres;2015;429
09 Cataluña;17 años;Hombres;2014;525
09 Cataluña;17 años;Hombres;2013;533
09 Cataluña;17 años;Mujeres;2021;64
09 Cataluña;17 años;Mujeres;2020;41
09 Cataluña;17 años;Mujeres;2019;56
09 Cataluña;17 años;Mujeres;2018;79
09 Cataluña;17 años;Mujeres;2017;76
09 Cataluña;17 años;Mujeres;2016;73
09 Cataluña;17 años;Mujeres;2015;68
09 Cataluña;17 años;Mujeres;2014;82
09 Cataluña;17 años;Mujeres;2013;74
10 Comunitat Valenciana;Total;Total;2021;1.845
10 Comunitat Valenciana;Total;Total;2020;1.631
10 Comunitat Valenciana;Total;Total;2019;1.934
10 Comunitat Valenciana;Total;Total;2018;2.146
10 Comunitat Valenciana;Total;Total;2017;2.054
10 Comunitat Valenciana;Total;Total;2016;1.953
10 Comunitat Valenciana;Total;Total;2015;2.214
10 Comunitat Valenciana;Total;Total;2014;2.411
10 Comunitat Valenciana;Total;Total;2013;2.262
10 Comunitat Valenciana;Total;Hombres;2021;1.455
10 Comunitat Valenciana;Total;Hombres;2020;1.326
10 Comunitat Valenciana;Total;Hombres;2019;1.503
10 Comunitat Valenciana;Total;Hombres;2018;1.694
10 Comunitat Valenciana;Total;Hombres;2017;1.606
10 Comunitat Valenciana;Total;Hombres;2016;1.536
10 Comunitat Valenciana;Total;Hombres;2015;1.719
10 Comunitat Valenciana;Total;Hombres;2014;1.875
10 Comunitat Valenciana;Total;Hombres;2013;1.810
10 Comunitat Valenciana;Total;Mujeres;2021;390
10 Comunitat Valenciana;Total;Mujeres;2020;305
10 Comunitat Valenciana;Total;Mujeres;2019;431
10 Comunitat Valenciana;Total;Mujeres;2018;452
10 Comunitat Valenciana;Total;Mujeres;2017;448
10 Comunitat Valenciana;Total;Mujeres;2016;417
10 Comunitat Valenciana;Total;Mujeres;2015;495
10 Comunitat Valenciana;Total;Mujeres;2014;536
10 Comunitat Valenciana;Total;Mujeres;2013;452
10 Comunitat Valenciana;14 años;Total;2021;364
10 Comunitat Valenciana;14 años;Total;2020;323
10 Comunitat Valenciana;14 años;Total;2019;368
10 Comunitat Valenciana;14 años;Total;2018;460
10 Comunitat Valenciana;14 años;Total;2017;404
10 Comunitat Valenciana;14 años;Total;2016;383
10 Comunitat Valenciana;14 años;Total;2015;450
10 Comunitat Valenciana;14 años;Total;2014;477
10 Comunitat Valenciana;14 años;Total;2013;386
10 Comunitat Valenciana;14 años;Hombres;2021;251
10 Comunitat Valenciana;14 años;Hombres;2020;250
10 Comunitat Valenciana;14 años;Hombres;2019;261
10 Comunitat Valenciana;14 años;Hombres;2018;347
10 Comunitat Valenciana;14 años;Hombres;2017;295
10 Comunitat Valenciana;14 años;Hombres;2016;292
10 Comunitat Valenciana;14 años;Hombres;2015;339
10 Comunitat Valenciana;14 años;Hombres;2014;343
10 Comunitat Valenciana;14 años;Hombres;2013;285
10 Comunitat Valenciana;14 años;Mujeres;2021;113
10 Comunitat Valenciana;14 años;Mujeres;2020;73
10 Comunitat Valenciana;14 años;Mujeres;2019;107
10 Comunitat Valenciana;14 años;Mujeres;2018;113
10 Comunitat Valenciana;14 años;Mujeres;2017;109
10 Comunitat Valenciana;14 años;Mujeres;2016;91
10 Comunitat Valenciana;14 años;Mujeres;2015;111
10 Comunitat Valenciana;14 años;Mujeres;2014;134
10 Comunitat Valenciana;14 años;Mujeres;2013;101
10 Comunitat Valenciana;15 años;Total;2021;474
10 Comunitat Valenciana;15 años;Total;2020;389
10 Comunitat Valenciana;15 años;Total;2019;478
10 Comunitat Valenciana;15 años;Total;2018;511
10 Comunitat Valenciana;15 años;Total;2017;493
10 Comunitat Valenciana;15 años;Total;2016;505
10 Comunitat Valenciana;15 años;Total;2015;537
10 Comunitat Valenciana;15 años;Total;2014;561
10 Comunitat Valenciana;15 años;Total;2013;529
10 Comunitat Valenciana;15 años;Hombres;2021;370
10 Comunitat Valenciana;15 años;Hombres;2020;304
10 Comunitat Valenciana;15 años;Hombres;2019;366
10 Comunitat Valenciana;15 años;Hombres;2018;400
10 Comunitat Valenciana;15 años;Hombres;2017;384
10 Comunitat Valenciana;15 años;Hombres;2016;382
10 Comunitat Valenciana;15 años;Hombres;2015;415
10 Comunitat Valenciana;15 años;Hombres;2014;445
10 Comunitat Valenciana;15 años;Hombres;2013;389
10 Comunitat Valenciana;15 años;Mujeres;2021;104
10 Comunitat Valenciana;15 años;Mujeres;2020;85
10 Comunitat Valenciana;15 años;Mujeres;2019;112
10 Comunitat Valenciana;15 años;Mujeres;2018;111
10 Comunitat Valenciana;15 años;Mujeres;2017;109
10 Comunitat Valenciana;15 años;Mujeres;2016;123
10 Comunitat Valenciana;15 años;Mujeres;2015;122
10 Comunitat Valenciana;15 años;Mujeres;2014;116
10 Comunitat Valenciana;15 años;Mujeres;2013;140
10 Comunitat Valenciana;16 años;Total;2021;540
10 Comunitat Valenciana;16 años;Total;2020;485
10 Comunitat Valenciana;16 años;Total;2019;547
10 Comunitat Valenciana;16 años;Total;2018;581
10 Comunitat Valenciana;16 años;Total;2017;577
10 Comunitat Valenciana;16 años;Total;2016;531
10 Comunitat Valenciana;16 años;Total;2015;573
10 Comunitat Valenciana;16 años;Total;2014;645
10 Comunitat Valenciana;16 años;Total;2013;660
10 Comunitat Valenciana;16 años;Hombres;2021;432
10 Comunitat Valenciana;16 años;Hombres;2020;404
10 Comunitat Valenciana;16 años;Hombres;2019;434
10 Comunitat Valenciana;16 años;Hombres;2018;467
10 Comunitat Valenciana;16 años;Hombres;2017;448
10 Comunitat Valenciana;16 años;Hombres;2016;421
10 Comunitat Valenciana;16 años;Hombres;2015;447
10 Comunitat Valenciana;16 años;Hombres;2014;488
10 Comunitat Valenciana;16 años;Hombres;2013;560
10 Comunitat Valenciana;16 años;Mujeres;2021;108
10 Comunitat Valenciana;16 años;Mujeres;2020;81
10 Comunitat Valenciana;16 años;Mujeres;2019;113
10 Comunitat Valenciana;16 años;Mujeres;2018;114
10 Comunitat Valenciana;16 años;Mujeres;2017;129
10 Comunitat Valenciana;16 años;Mujeres;2016;110
10 Comunitat Valenciana;16 años;Mujeres;2015;126
10 Comunitat Valenciana;16 años;Mujeres;2014;157
10 Comunitat Valenciana;16 años;Mujeres;2013;100
10 Comunitat Valenciana;17 años;Total;2021;467
10 Comunitat Valenciana;17 años;Total;2020;434
10 Comunitat Valenciana;17 años;Total;2019;541
10 Comunitat Valenciana;17 años;Total;2018;594
10 Comunitat Valenciana;17 años;Total;2017;580
10 Comunitat Valenciana;17 años;Total;2016;534
10 Comunitat Valenciana;17 años;Total;2015;654
10 Comunitat Valenciana;17 años;Total;2014;728
10 Comunitat Valenciana;17 años;Total;2013;687
10 Comunitat Valenciana;17 años;Hombres;2021;402
10 Comunitat Valenciana;17 años;Hombres;2020;368
10 Comunitat Valenciana;17 años;Hombres;2019;442
10 Comunitat Valenciana;17 años;Hombres;2018;480
10 Comunitat Valenciana;17 años;Hombres;2017;479
10 Comunitat Valenciana;17 años;Hombres;2016;441
10 Comunitat Valenciana;17 años;Hombres;2015;518
10 Comunitat Valenciana;17 años;Hombres;2014;599
10 Comunitat Valenciana;17 años;Hombres;2013;576
10 Comunitat Valenciana;17 años;Mujeres;2021;65
10 Comunitat Valenciana;17 años;Mujeres;2020;66
10 Comunitat Valenciana;17 años;Mujeres;2019;99
10 Comunitat Valenciana;17 años;Mujeres;2018;114
10 Comunitat Valenciana;17 años;Mujeres;2017;101
10 Comunitat Valenciana;17 años;Mujeres;2016;93
10 Comunitat Valenciana;17 años;Mujeres;2015;136
10 Comunitat Valenciana;17 años;Mujeres;2014;129
10 Comunitat Valenciana;17 años;Mujeres;2013;111
11 Extremadura;Total;Total;2021;346
11 Extremadura;Total;Total;2020;214
11 Extremadura;Total;Total;2019;321
11 Extremadura;Total;Total;2018;327
11 Extremadura;Total;Total;2017;358
11 Extremadura;Total;Total;2016;299
11 Extremadura;Total;Total;2015;393
11 Extremadura;Total;Total;2014;433
11 Extremadura;Total;Total;2013;428
11 Extremadura;Total;Hombres;2021;268
11 Extremadura;Total;Hombres;2020;164
11 Extremadura;Total;Hombres;2019;241
11 Extremadura;Total;Hombres;2018;256
11 Extremadura;Total;Hombres;2017;282
11 Extremadura;Total;Hombres;2016;227
11 Extremadura;Total;Hombres;2015;299
11 Extremadura;Total;Hombres;2014;354
11 Extremadura;Total;Hombres;2013;352
11 Extremadura;Total;Mujeres;2021;78
11 Extremadura;Total;Mujeres;2020;50
11 Extremadura;Total;Mujeres;2019;80
11 Extremadura;Total;Mujeres;2018;71
11 Extremadura;Total;Mujeres;2017;76
11 Extremadura;Total;Mujeres;2016;72
11 Extremadura;Total;Mujeres;2015;94
11 Extremadura;Total;Mujeres;2014;79
11 Extremadura;Total;Mujeres;2013;76
11 Extremadura;14 años;Total;2021;79
11 Extremadura;14 años;Total;2020;42
11 Extremadura;14 años;Total;2019;67
11 Extremadura;14 años;Total;2018;53
11 Extremadura;14 años;Total;2017;71
11 Extremadura;14 años;Total;2016;59
11 Extremadura;14 años;Total;2015;80
11 Extremadura;14 años;Total;2014;69
11 Extremadura;14 años;Total;2013;75
11 Extremadura;14 años;Hombres;2021;61
11 Extremadura;14 años;Hombres;2020;30
11 Extremadura;14 años;Hombres;2019;53
11 Extremadura;14 años;Hombres;2018;42
11 Extremadura;14 años;Hombres;2017;52
11 Extremadura;14 años;Hombres;2016;42
11 Extremadura;14 años;Hombres;2015;58
11 Extremadura;14 años;Hombres;2014;57
11 Extremadura;14 años;Hombres;2013;57
11 Extremadura;14 años;Mujeres;2021;18
11 Extremadura;14 años;Mujeres;2020;12
11 Extremadura;14 años;Mujeres;2019;14
11 Extremadura;14 años;Mujeres;2018;11
11 Extremadura;14 años;Mujeres;2017;19
11 Extremadura;14 años;Mujeres;2016;17
11 Extremadura;14 años;Mujeres;2015;22
11 Extremadura;14 años;Mujeres;2014;12
11 Extremadura;14 años;Mujeres;2013;18
11 Extremadura;15 años;Total;2021;76
11 Extremadura;15 años;Total;2020;52
11 Extremadura;15 años;Total;2019;75
11 Extremadura;15 años;Total;2018;69
11 Extremadura;15 años;Total;2017;92
11 Extremadura;15 años;Total;2016;65
11 Extremadura;15 años;Total;2015;88
11 Extremadura;15 años;Total;2014;97
11 Extremadura;15 años;Total;2013;100
11 Extremadura;15 años;Hombres;2021;57
11 Extremadura;15 años;Hombres;2020;36
11 Extremadura;15 años;Hombres;2019;53
11 Extremadura;15 años;Hombres;2018;57
11 Extremadura;15 años;Hombres;2017;68
11 Extremadura;15 años;Hombres;2016;50
11 Extremadura;15 años;Hombres;2015;67
11 Extremadura;15 años;Hombres;2014;72
11 Extremadura;15 años;Hombres;2013;83
11 Extremadura;15 años;Mujeres;2021;19
11 Extremadura;15 años;Mujeres;2020;16
11 Extremadura;15 años;Mujeres;2019;22
11 Extremadura;15 años;Mujeres;2018;12
11 Extremadura;15 años;Mujeres;2017;24
11 Extremadura;15 años;Mujeres;2016;15
11 Extremadura;15 años;Mujeres;2015;21
11 Extremadura;15 años;Mujeres;2014;25
11 Extremadura;15 años;Mujeres;2013;17
11 Extremadura;16 años;Total;2021;102
11 Extremadura;16 años;Total;2020;63
11 Extremadura;16 años;Total;2019;72
11 Extremadura;16 años;Total;2018;96
11 Extremadura;16 años;Total;2017;111
11 Extremadura;16 años;Total;2016;92
11 Extremadura;16 años;Total;2015;92
11 Extremadura;16 años;Total;2014;107
11 Extremadura;16 años;Total;2013;120
11 Extremadura;16 años;Hombres;2021;81
11 Extremadura;16 años;Hombres;2020;54
11 Extremadura;16 años;Hombres;2019;54
11 Extremadura;16 años;Hombres;2018;77
11 Extremadura;16 años;Hombres;2017;91
11 Extremadura;16 años;Hombres;2016;67
11 Extremadura;16 años;Hombres;2015;69
11 Extremadura;16 años;Hombres;2014;87
11 Extremadura;16 años;Hombres;2013;104
11 Extremadura;16 años;Mujeres;2021;21
11 Extremadura;16 años;Mujeres;2020;9
11 Extremadura;16 años;Mujeres;2019;18
11 Extremadura;16 años;Mujeres;2018;19
11 Extremadura;16 años;Mujeres;2017;20
11 Extremadura;16 años;Mujeres;2016;25
11 Extremadura;16 años;Mujeres;2015;23
11 Extremadura;16 años;Mujeres;2014;20
11 Extremadura;16 años;Mujeres;2013;16
11 Extremadura;17 años;Total;2021;89
11 Extremadura;17 años;Total;2020;57
11 Extremadura;17 años;Total;2019;107
11 Extremadura;17 años;Total;2018;109
11 Extremadura;17 años;Total;2017;84
11 Extremadura;17 años;Total;2016;83
11 Extremadura;17 años;Total;2015;133
11 Extremadura;17 años;Total;2014;160
11 Extremadura;17 años;Total;2013;133
11 Extremadura;17 años;Hombres;2021;69
11 Extremadura;17 años;Hombres;2020;44
11 Extremadura;17 años;Hombres;2019;81
11 Extremadura;17 años;Hombres;2018;80
11 Extremadura;17 años;Hombres;2017;71
11 Extremadura;17 años;Hombres;2016;68
11 Extremadura;17 años;Hombres;2015;105
11 Extremadura;17 años;Hombres;2014;138
11 Extremadura;17 años;Hombres;2013;108
11 Extremadura;17 años;Mujeres;2021;20
11 Extremadura;17 años;Mujeres;2020;13
11 Extremadura;17 años;Mujeres;2019;26
11 Extremadura;17 años;Mujeres;2018;29
11 Extremadura;17 años;Mujeres;2017;13
11 Extremadura;17 años;Mujeres;2016;15
11 Extremadura;17 años;Mujeres;2015;28
11 Extremadura;17 años;Mujeres;2014;22
11 Extremadura;17 años;Mujeres;2013;25
12 Galicia;Total;Total;2021;421
12 Galicia;Total;Total;2020;440
12 Galicia;Total;Total;2019;593
12 Galicia;Total;Total;2018;406
12 Galicia;Total;Total;2017;428
12 Galicia;Total;Total;2016;380
12 Galicia;Total;Total;2015;458
12 Galicia;Total;Total;2014;490
12 Galicia;Total;Total;2013;541
12 Galicia;Total;Hombres;2021;325
12 Galicia;Total;Hombres;2020;335
12 Galicia;Total;Hombres;2019;432
12 Galicia;Total;Hombres;2018;313
12 Galicia;Total;Hombres;2017;325
12 Galicia;Total;Hombres;2016;292
12 Galicia;Total;Hombres;2015;335
12 Galicia;Total;Hombres;2014;363
12 Galicia;Total;Hombres;2013;426
12 Galicia;Total;Mujeres;2021;96
12 Galicia;Total;Mujeres;2020;105
12 Galicia;Total;Mujeres;2019;161
12 Galicia;Total;Mujeres;2018;93
12 Galicia;Total;Mujeres;2017;103
12 Galicia;Total;Mujeres;2016;88
12 Galicia;Total;Mujeres;2015;123
12 Galicia;Total;Mujeres;2014;127
12 Galicia;Total;Mujeres;2013;115
12 Galicia;14 años;Total;2021;63
12 Galicia;14 años;Total;2020;75
12 Galicia;14 años;Total;2019;106
12 Galicia;14 años;Total;2018;71
12 Galicia;14 años;Total;2017;74
12 Galicia;14 años;Total;2016;58
12 Galicia;14 años;Total;2015;75
12 Galicia;14 años;Total;2014;80
12 Galicia;14 años;Total;2013;95
12 Galicia;14 años;Hombres;2021;41
12 Galicia;14 años;Hombres;2020;51
12 Galicia;14 años;Hombres;2019;68
12 Galicia;14 años;Hombres;2018;52
12 Galicia;14 años;Hombres;2017;59
12 Galicia;14 años;Hombres;2016;39
12 Galicia;14 años;Hombres;2015;59
12 Galicia;14 años;Hombres;2014;51
12 Galicia;14 años;Hombres;2013;73
12 Galicia;14 años;Mujeres;2021;22
12 Galicia;14 años;Mujeres;2020;24
12 Galicia;14 años;Mujeres;2019;38
12 Galicia;14 años;Mujeres;2018;19
12 Galicia;14 años;Mujeres;2017;15
12 Galicia;14 años;Mujeres;2016;19
12 Galicia;14 años;Mujeres;2015;16
12 Galicia;14 años;Mujeres;2014;29
12 Galicia;14 años;Mujeres;2013;22
12 Galicia;15 años;Total;2021;107
12 Galicia;15 años;Total;2020;101
12 Galicia;15 años;Total;2019;120
12 Galicia;15 años;Total;2018;84
12 Galicia;15 años;Total;2017;101
12 Galicia;15 años;Total;2016;84
12 Galicia;15 años;Total;2015;109
12 Galicia;15 años;Total;2014;92
12 Galicia;15 años;Total;2013;143
12 Galicia;15 años;Hombres;2021;82
12 Galicia;15 años;Hombres;2020;74
12 Galicia;15 años;Hombres;2019;86
12 Galicia;15 años;Hombres;2018;66
12 Galicia;15 años;Hombres;2017;72
12 Galicia;15 años;Hombres;2016;67
12 Galicia;15 años;Hombres;2015;71
12 Galicia;15 años;Hombres;2014;67
12 Galicia;15 años;Hombres;2013;108
12 Galicia;15 años;Mujeres;2021;25
12 Galicia;15 años;Mujeres;2020;27
12 Galicia;15 años;Mujeres;2019;34
12 Galicia;15 años;Mujeres;2018;18
12 Galicia;15 años;Mujeres;2017;29
12 Galicia;15 años;Mujeres;2016;17
12 Galicia;15 años;Mujeres;2015;38
12 Galicia;15 años;Mujeres;2014;25
12 Galicia;15 años;Mujeres;2013;35
12 Galicia;16 años;Total;2021;115
12 Galicia;16 años;Total;2020;113
12 Galicia;16 años;Total;2019;183
12 Galicia;16 años;Total;2018;129
12 Galicia;16 años;Total;2017;120
12 Galicia;16 años;Total;2016;112
12 Galicia;16 años;Total;2015;127
12 Galicia;16 años;Total;2014;140
12 Galicia;16 años;Total;2013;130
12 Galicia;16 años;Hombres;2021;88
12 Galicia;16 años;Hombres;2020;84
12 Galicia;16 años;Hombres;2019;132
12 Galicia;16 años;Hombres;2018;101
12 Galicia;16 años;Hombres;2017;91
12 Galicia;16 años;Hombres;2016;87
12 Galicia;16 años;Hombres;2015;96
12 Galicia;16 años;Hombres;2014;102
12 Galicia;16 años;Hombres;2013;102
12 Galicia;16 años;Mujeres;2021;27
12 Galicia;16 años;Mujeres;2020;29
12 Galicia;16 años;Mujeres;2019;51
12 Galicia;16 años;Mujeres;2018;28
12 Galicia;16 años;Mujeres;2017;29
12 Galicia;16 años;Mujeres;2016;25
12 Galicia;16 años;Mujeres;2015;31
12 Galicia;16 años;Mujeres;2014;38
12 Galicia;16 años;Mujeres;2013;28
12 Galicia;17 años;Total;2021;136
12 Galicia;17 años;Total;2020;151
12 Galicia;17 años;Total;2019;184
12 Galicia;17 años;Total;2018;122
12 Galicia;17 años;Total;2017;133
12 Galicia;17 años;Total;2016;126
12 Galicia;17 años;Total;2015;147
12 Galicia;17 años;Total;2014;178
12 Galicia;17 años;Total;2013;173
12 Galicia;17 años;Hombres;2021;114
12 Galicia;17 años;Hombres;2020;126
12 Galicia;17 años;Hombres;2019;146
12 Galicia;17 años;Hombres;2018;94
12 Galicia;17 años;Hombres;2017;103
12 Galicia;17 años;Hombres;2016;99
12 Galicia;17 años;Hombres;2015;109
12 Galicia;17 años;Hombres;2014;143
12 Galicia;17 años;Hombres;2013;143
12 Galicia;17 años;Mujeres;2021;22
12 Galicia;17 años;Mujeres;2020;25
12 Galicia;17 años;Mujeres;2019;38
12 Galicia;17 años;Mujeres;2018;28
12 Galicia;17 años;Mujeres;2017;30
12 Galicia;17 años;Mujeres;2016;27
12 Galicia;17 años;Mujeres;2015;38
12 Galicia;17 años;Mujeres;2014;35
12 Galicia;17 años;Mujeres;2013;30
13 Madrid, Comunidad de;Total;Total;2021;1.589
13 Madrid, Comunidad de;Total;Total;2020;1.183
13 Madrid, Comunidad de;Total;Total;2019;1.275
13 Madrid, Comunidad de;Total;Total;2018;1.168
13 Madrid, Comunidad de;Total;Total;2017;1.202
13 Madrid, Comunidad de;Total;Total;2016;917
13 Madrid, Comunidad de;Total;Total;2015;1.004
13 Madrid, Comunidad de;Total;Total;2014;1.257
13 Madrid, Comunidad de;Total;Total;2013;1.251
13 Madrid, Comunidad de;Total;Hombres;2021;1.287
13 Madrid, Comunidad de;Total;Hombres;2020;940
13 Madrid, Comunidad de;Total;Hombres;2019;1.009
13 Madrid, Comunidad de;Total;Hombres;2018;920
13 Madrid, Comunidad de;Total;Hombres;2017;954
13 Madrid, Comunidad de;Total;Hombres;2016;746
13 Madrid, Comunidad de;Total;Hombres;2015;813
13 Madrid, Comunidad de;Total;Hombres;2014;1.036
13 Madrid, Comunidad de;Total;Hombres;2013;1.036
13 Madrid, Comunidad de;Total;Mujeres;2021;302
13 Madrid, Comunidad de;Total;Mujeres;2020;243
13 Madrid, Comunidad de;Total;Mujeres;2019;266
13 Madrid, Comunidad de;Total;Mujeres;2018;248
13 Madrid, Comunidad de;Total;Mujeres;2017;248
13 Madrid, Comunidad de;Total;Mujeres;2016;171
13 Madrid, Comunidad de;Total;Mujeres;2015;191
13 Madrid, Comunidad de;Total;Mujeres;2014;221
13 Madrid, Comunidad de;Total;Mujeres;2013;215
13 Madrid, Comunidad de;14 años;Total;2021;250
13 Madrid, Comunidad de;14 años;Total;2020;213
13 Madrid, Comunidad de;14 años;Total;2019;187
13 Madrid, Comunidad de;14 años;Total;2018;181
13 Madrid, Comunidad de;14 años;Total;2017;191
13 Madrid, Comunidad de;14 años;Total;2016;125
13 Madrid, Comunidad de;14 años;Total;2015;145
13 Madrid, Comunidad de;14 años;Total;2014;187
13 Madrid, Comunidad de;14 años;Total;2013;174
13 Madrid, Comunidad de;14 años;Hombres;2021;192
13 Madrid, Comunidad de;14 años;Hombres;2020;165
13 Madrid, Comunidad de;14 años;Hombres;2019;152
13 Madrid, Comunidad de;14 años;Hombres;2018;136
13 Madrid, Comunidad de;14 años;Hombres;2017;148
13 Madrid, Comunidad de;14 años;Hombres;2016;92
13 Madrid, Comunidad de;14 años;Hombres;2015;108
13 Madrid, Comunidad de;14 años;Hombres;2014;146
13 Madrid, Comunidad de;14 años;Hombres;2013;136
13 Madrid, Comunidad de;14 años;Mujeres;2021;58
13 Madrid, Comunidad de;14 años;Mujeres;2020;48
13 Madrid, Comunidad de;14 años;Mujeres;2019;35
13 Madrid, Comunidad de;14 años;Mujeres;2018;45
13 Madrid, Comunidad de;14 años;Mujeres;2017;43
13 Madrid, Comunidad de;14 años;Mujeres;2016;33
13 Madrid, Comunidad de;14 años;Mujeres;2015;37
13 Madrid, Comunidad de;14 años;Mujeres;2014;41
13 Madrid, Comunidad de;14 años;Mujeres;2013;38
13 Madrid, Comunidad de;15 años;Total;2021;383
13 Madrid, Comunidad de;15 años;Total;2020;259
13 Madrid, Comunidad de;15 años;Total;2019;289
13 Madrid, Comunidad de;15 años;Total;2018;282
13 Madrid, Comunidad de;15 años;Total;2017;267
13 Madrid, Comunidad de;15 años;Total;2016;197
13 Madrid, Comunidad de;15 años;Total;2015;211
13 Madrid, Comunidad de;15 años;Total;2014;278
13 Madrid, Comunidad de;15 años;Total;2013;278
13 Madrid, Comunidad de;15 años;Hombres;2021;309
13 Madrid, Comunidad de;15 años;Hombres;2020;199
13 Madrid, Comunidad de;15 años;Hombres;2019;214
13 Madrid, Comunidad de;15 años;Hombres;2018;205
13 Madrid, Comunidad de;15 años;Hombres;2017;202
13 Madrid, Comunidad de;15 años;Hombres;2016;156
13 Madrid, Comunidad de;15 años;Hombres;2015;166
13 Madrid, Comunidad de;15 años;Hombres;2014;212
13 Madrid, Comunidad de;15 años;Hombres;2013;226
13 Madrid, Comunidad de;15 años;Mujeres;2021;74
