Lugar de condena;Sexo;Nacionalidad;Periodo;Total
14 Murcia, Región de;Mujeres;Total;2020;70
14 Murcia, Región de;Mujeres;Total;2019;100
14 Murcia, Región de;Mujeres;Total;2018;116
14 Murcia, Región de;Mujeres;Total;2017;101
14 Murcia, Región de;Mujeres;Total;2016;87
14 Murcia, Región de;Mujeres;Total;2015;69
14 Murcia, Región de;Mujeres;Total;2014;71
14 Murcia, Región de;Mujeres;Total;2013;71
14 Murcia, Región de;Mujeres;Española;2021;76
14 Murcia, Región de;Mujeres;Española;2020;66
14 Murcia, Región de;Mujeres;Española;2019;86
14 Murcia, Región de;Mujeres;Española;2018;106
14 Murcia, Región de;Mujeres;Española;2017;87
14 Murcia, Región de;Mujeres;Española;2016;77
14 Murcia, Región de;Mujeres;Española;2015;62
14 Murcia, Región de;Mujeres;Española;2014;68
14 Murcia, Región de;Mujeres;Española;2013;58
14 Murcia, Región de;Mujeres;Extranjera;2021;5
14 Murcia, Región de;Mujeres;Extranjera;2020;4
14 Murcia, Región de;Mujeres;Extranjera;2019;14
14 Murcia, Región de;Mujeres;Extranjera;2018;10
14 Murcia, Región de;Mujeres;Extranjera;2017;14
14 Murcia, Región de;Mujeres;Extranjera;2016;10
14 Murcia, Región de;Mujeres;Extranjera;2015;7
14 Murcia, Región de;Mujeres;Extranjera;2014;3
14 Murcia, Región de;Mujeres;Extranjera;2013;13
15 Navarra, Comunidad Foral de;Total;Total;2021;185
15 Navarra, Comunidad Foral de;Total;Total;2020;127
15 Navarra, Comunidad Foral de;Total;Total;2019;183
15 Navarra, Comunidad Foral de;Total;Total;2018;191
15 Navarra, Comunidad Foral de;Total;Total;2017;205
15 Navarra, Comunidad Foral de;Total;Total;2016;171
15 Navarra, Comunidad Foral de;Total;Total;2015;178
15 Navarra, Comunidad Foral de;Total;Total;2014;206
15 Navarra, Comunidad Foral de;Total;Total;2013;140
15 Navarra, Comunidad Foral de;Total;Española;2021;146
15 Navarra, Comunidad Foral de;Total;Española;2020;85
15 Navarra, Comunidad Foral de;Total;Española;2019;151
15 Navarra, Comunidad Foral de;Total;Española;2018;160
15 Navarra, Comunidad Foral de;Total;Española;2017;173
15 Navarra, Comunidad Foral de;Total;Española;2016;135
15 Navarra, Comunidad Foral de;Total;Española;2015;148
15 Navarra, Comunidad Foral de;Total;Española;2014;172
15 Navarra, Comunidad Foral de;Total;Española;2013;110
15 Navarra, Comunidad Foral de;Total;Extranjera;2021;39
15 Navarra, Comunidad Foral de;Total;Extranjera;2020;42
15 Navarra, Comunidad Foral de;Total;Extranjera;2019;32
15 Navarra, Comunidad Foral de;Total;Extranjera;2018;31
15 Navarra, Comunidad Foral de;Total;Extranjera;2017;32
15 Navarra, Comunidad Foral de;Total;Extranjera;2016;36
15 Navarra, Comunidad Foral de;Total;Extranjera;2015;30
15 Navarra, Comunidad Foral de;Total;Extranjera;2014;34
15 Navarra, Comunidad Foral de;Total;Extranjera;2013;30
15 Navarra, Comunidad Foral de;Hombres;Total;2021;156
15 Navarra, Comunidad Foral de;Hombres;Total;2020;103
15 Navarra, Comunidad Foral de;Hombres;Total;2019;144
15 Navarra, Comunidad Foral de;Hombres;Total;2018;146
15 Navarra, Comunidad Foral de;Hombres;Total;2017;157
15 Navarra, Comunidad Foral de;Hombres;Total;2016;137
15 Navarra, Comunidad Foral de;Hombres;Total;2015;147
15 Navarra, Comunidad Foral de;Hombres;Total;2014;159
15 Navarra, Comunidad Foral de;Hombres;Total;2013;102
15 Navarra, Comunidad Foral de;Hombres;Española;2021;121
15 Navarra, Comunidad Foral de;Hombres;Española;2020;63
15 Navarra, Comunidad Foral de;Hombres;Española;2019;115
15 Navarra, Comunidad Foral de;Hombres;Española;2018;119
15 Navarra, Comunidad Foral de;Hombres;Española;2017;133
15 Navarra, Comunidad Foral de;Hombres;Española;2016;106
15 Navarra, Comunidad Foral de;Hombres;Española;2015;120
15 Navarra, Comunidad Foral de;Hombres;Española;2014;131
15 Navarra, Comunidad Foral de;Hombres;Española;2013;81
15 Navarra, Comunidad Foral de;Hombres;Extranjera;2021;35
15 Navarra, Comunidad Foral de;Hombres;Extranjera;2020;40
15 Navarra, Comunidad Foral de;Hombres;Extranjera;2019;29
15 Navarra, Comunidad Foral de;Hombres;Extranjera;2018;27
15 Navarra, Comunidad Foral de;Hombres;Extranjera;2017;24
15 Navarra, Comunidad Foral de;Hombres;Extranjera;2016;31
15 Navarra, Comunidad Foral de;Hombres;Extranjera;2015;27
15 Navarra, Comunidad Foral de;Hombres;Extranjera;2014;28
15 Navarra, Comunidad Foral de;Hombres;Extranjera;2013;21
15 Navarra, Comunidad Foral de;Mujeres;Total;2021;29
15 Navarra, Comunidad Foral de;Mujeres;Total;2020;24
15 Navarra, Comunidad Foral de;Mujeres;Total;2019;39
15 Navarra, Comunidad Foral de;Mujeres;Total;2018;45
15 Navarra, Comunidad Foral de;Mujeres;Total;2017;48
15 Navarra, Comunidad Foral de;Mujeres;Total;2016;34
15 Navarra, Comunidad Foral de;Mujeres;Total;2015;31
15 Navarra, Comunidad Foral de;Mujeres;Total;2014;47
15 Navarra, Comunidad Foral de;Mujeres;Total;2013;38
15 Navarra, Comunidad Foral de;Mujeres;Española;2021;25
15 Navarra, Comunidad Foral de;Mujeres;Española;2020;22
15 Navarra, Comunidad Foral de;Mujeres;Española;2019;36
15 Navarra, Comunidad Foral de;Mujeres;Española;2018;41
15 Navarra, Comunidad Foral de;Mujeres;Española;2017;40
15 Navarra, Comunidad Foral de;Mujeres;Española;2016;29
15 Navarra, Comunidad Foral de;Mujeres;Española;2015;28
15 Navarra, Comunidad Foral de;Mujeres;Española;2014;41
15 Navarra, Comunidad Foral de;Mujeres;Española;2013;29
15 Navarra, Comunidad Foral de;Mujeres;Extranjera;2021;4
15 Navarra, Comunidad Foral de;Mujeres;Extranjera;2020;2
15 Navarra, Comunidad Foral de;Mujeres;Extranjera;2019;3
15 Navarra, Comunidad Foral de;Mujeres;Extranjera;2018;4
15 Navarra, Comunidad Foral de;Mujeres;Extranjera;2017;8
15 Navarra, Comunidad Foral de;Mujeres;Extranjera;2016;5
15 Navarra, Comunidad Foral de;Mujeres;Extranjera;2015;3
15 Navarra, Comunidad Foral de;Mujeres;Extranjera;2014;6
15 Navarra, Comunidad Foral de;Mujeres;Extranjera;2013;9
16 País Vasco;Total;Total;2021;506
16 País Vasco;Total;Total;2020;369
16 País Vasco;Total;Total;2019;541
16 País Vasco;Total;Total;2018;528
16 País Vasco;Total;Total;2017;522
16 País Vasco;Total;Total;2016;482
16 País Vasco;Total;Total;2015;521
16 País Vasco;Total;Total;2014;508
16 País Vasco;Total;Total;2013;514
16 País Vasco;Total;Española;2021;355
16 País Vasco;Total;Española;2020;277
16 País Vasco;Total;Española;2019;399
16 País Vasco;Total;Española;2018;388
16 País Vasco;Total;Española;2017;407
16 País Vasco;Total;Española;2016;365
16 País Vasco;Total;Española;2015;396
16 País Vasco;Total;Española;2014;383
16 País Vasco;Total;Española;2013;387
16 País Vasco;Total;Extranjera;2021;151
16 País Vasco;Total;Extranjera;2020;92
16 País Vasco;Total;Extranjera;2019;142
16 País Vasco;Total;Extranjera;2018;140
16 País Vasco;Total;Extranjera;2017;115
16 País Vasco;Total;Extranjera;2016;117
16 País Vasco;Total;Extranjera;2015;125
16 País Vasco;Total;Extranjera;2014;125
16 País Vasco;Total;Extranjera;2013;127
16 País Vasco;Hombres;Total;2021;415
16 País Vasco;Hombres;Total;2020;303
16 País Vasco;Hombres;Total;2019;438
16 País Vasco;Hombres;Total;2018;425
16 País Vasco;Hombres;Total;2017;420
16 País Vasco;Hombres;Total;2016;387
16 País Vasco;Hombres;Total;2015;409
16 País Vasco;Hombres;Total;2014;401
16 País Vasco;Hombres;Total;2013;387
16 País Vasco;Hombres;Española;2021;277
16 País Vasco;Hombres;Española;2020;217
16 País Vasco;Hombres;Española;2019;306
16 País Vasco;Hombres;Española;2018;297
16 País Vasco;Hombres;Española;2017;315
16 País Vasco;Hombres;Española;2016;284
16 País Vasco;Hombres;Española;2015;295
16 País Vasco;Hombres;Española;2014;294
16 País Vasco;Hombres;Española;2013;277
16 País Vasco;Hombres;Extranjera;2021;138
16 País Vasco;Hombres;Extranjera;2020;86
16 País Vasco;Hombres;Extranjera;2019;132
16 País Vasco;Hombres;Extranjera;2018;128
16 País Vasco;Hombres;Extranjera;2017;105
16 País Vasco;Hombres;Extranjera;2016;103
16 País Vasco;Hombres;Extranjera;2015;114
16 País Vasco;Hombres;Extranjera;2014;107
16 País Vasco;Hombres;Extranjera;2013;110
16 País Vasco;Mujeres;Total;2021;91
16 País Vasco;Mujeres;Total;2020;66
16 País Vasco;Mujeres;Total;2019;103
16 País Vasco;Mujeres;Total;2018;103
16 País Vasco;Mujeres;Total;2017;102
16 País Vasco;Mujeres;Total;2016;95
16 País Vasco;Mujeres;Total;2015;112
16 País Vasco;Mujeres;Total;2014;107
16 País Vasco;Mujeres;Total;2013;127
16 País Vasco;Mujeres;Española;2021;78
16 País Vasco;Mujeres;Española;2020;60
16 País Vasco;Mujeres;Española;2019;93
16 País Vasco;Mujeres;Española;2018;91
16 País Vasco;Mujeres;Española;2017;92
16 País Vasco;Mujeres;Española;2016;81
16 País Vasco;Mujeres;Española;2015;101
16 País Vasco;Mujeres;Española;2014;89
16 País Vasco;Mujeres;Española;2013;110
16 País Vasco;Mujeres;Extranjera;2021;13
16 País Vasco;Mujeres;Extranjera;2020;6
16 País Vasco;Mujeres;Extranjera;2019;10
16 País Vasco;Mujeres;Extranjera;2018;12
16 País Vasco;Mujeres;Extranjera;2017;10
16 País Vasco;Mujeres;Extranjera;2016;14
16 País Vasco;Mujeres;Extranjera;2015;11
16 País Vasco;Mujeres;Extranjera;2014;18
16 País Vasco;Mujeres;Extranjera;2013;17
17 Rioja, La;Total;Total;2021;101
17 Rioja, La;Total;Total;2020;77
17 Rioja, La;Total;Total;2019;95
17 Rioja, La;Total;Total;2018;101
17 Rioja, La;Total;Total;2017;106
17 Rioja, La;Total;Total;2016;110
17 Rioja, La;Total;Total;2015;99
17 Rioja, La;Total;Total;2014;134
17 Rioja, La;Total;Total;2013;144
17 Rioja, La;Total;Española;2021;82
17 Rioja, La;Total;Española;2020;66
17 Rioja, La;Total;Española;2019;77
17 Rioja, La;Total;Española;2018;82
17 Rioja, La;Total;Española;2017;75
17 Rioja, La;Total;Española;2016;87
17 Rioja, La;Total;Española;2015;70
17 Rioja, La;Total;Española;2014;111
17 Rioja, La;Total;Española;2013;103
17 Rioja, La;Total;Extranjera;2021;19
17 Rioja, La;Total;Extranjera;2020;11
17 Rioja, La;Total;Extranjera;2019;18
17 Rioja, La;Total;Extranjera;2018;19
17 Rioja, La;Total;Extranjera;2017;31
17 Rioja, La;Total;Extranjera;2016;23
17 Rioja, La;Total;Extranjera;2015;29
17 Rioja, La;Total;Extranjera;2014;23
17 Rioja, La;Total;Extranjera;2013;41
17 Rioja, La;Hombres;Total;2021;76
17 Rioja, La;Hombres;Total;2020;55
17 Rioja, La;Hombres;Total;2019;75
17 Rioja, La;Hombres;Total;2018;82
17 Rioja, La;Hombres;Total;2017;73
17 Rioja, La;Hombres;Total;2016;82
17 Rioja, La;Hombres;Total;2015;73
17 Rioja, La;Hombres;Total;2014;114
17 Rioja, La;Hombres;Total;2013;105
17 Rioja, La;Hombres;Española;2021;61
17 Rioja, La;Hombres;Española;2020;47
17 Rioja, La;Hombres;Española;2019;58
17 Rioja, La;Hombres;Española;2018;66
17 Rioja, La;Hombres;Española;2017;55
17 Rioja, La;Hombres;Española;2016;64
17 Rioja, La;Hombres;Española;2015;50
17 Rioja, La;Hombres;Española;2014;97
17 Rioja, La;Hombres;Española;2013;71
17 Rioja, La;Hombres;Extranjera;2021;15
17 Rioja, La;Hombres;Extranjera;2020;8
17 Rioja, La;Hombres;Extranjera;2019;17
17 Rioja, La;Hombres;Extranjera;2018;16
17 Rioja, La;Hombres;Extranjera;2017;18
17 Rioja, La;Hombres;Extranjera;2016;18
17 Rioja, La;Hombres;Extranjera;2015;23
17 Rioja, La;Hombres;Extranjera;2014;17
17 Rioja, La;Hombres;Extranjera;2013;34
17 Rioja, La;Mujeres;Total;2021;25
17 Rioja, La;Mujeres;Total;2020;22
17 Rioja, La;Mujeres;Total;2019;20
17 Rioja, La;Mujeres;Total;2018;19
17 Rioja, La;Mujeres;Total;2017;33
17 Rioja, La;Mujeres;Total;2016;28
17 Rioja, La;Mujeres;Total;2015;26
17 Rioja, La;Mujeres;Total;2014;20
17 Rioja, La;Mujeres;Total;2013;39
17 Rioja, La;Mujeres;Española;2021;21
17 Rioja, La;Mujeres;Española;2020;19
17 Rioja, La;Mujeres;Española;2019;19
17 Rioja, La;Mujeres;Española;2018;16
17 Rioja, La;Mujeres;Española;2017;20
17 Rioja, La;Mujeres;Española;2016;23
17 Rioja, La;Mujeres;Española;2015;20
17 Rioja, La;Mujeres;Española;2014;14
17 Rioja, La;Mujeres;Española;2013;32
17 Rioja, La;Mujeres;Extranjera;2021;4
17 Rioja, La;Mujeres;Extranjera;2020;3
17 Rioja, La;Mujeres;Extranjera;2019;1
17 Rioja, La;Mujeres;Extranjera;2018;3
17 Rioja, La;Mujeres;Extranjera;2017;13
17 Rioja, La;Mujeres;Extranjera;2016;5
17 Rioja, La;Mujeres;Extranjera;2015;6
17 Rioja, La;Mujeres;Extranjera;2014;6
17 Rioja, La;Mujeres;Extranjera;2013;7
18 Ceuta;Total;Total;2021;194
18 Ceuta;Total;Total;2020;132
18 Ceuta;Total;Total;2019;170
18 Ceuta;Total;Total;2018;163
18 Ceuta;Total;Total;2017;154
18 Ceuta;Total;Total;2016;164
18 Ceuta;Total;Total;2015;148
18 Ceuta;Total;Total;2014;132
18 Ceuta;Total;Total;2013;152
18 Ceuta;Total;Española;2021;96
18 Ceuta;Total;Española;2020;63
18 Ceuta;Total;Española;2019;95
18 Ceuta;Total;Española;2018;82
18 Ceuta;Total;Española;2017;86
18 Ceuta;Total;Española;2016;94
18 Ceuta;Total;Española;2015;85
18 Ceuta;Total;Española;2014;86
18 Ceuta;Total;Española;2013;104
18 Ceuta;Total;Extranjera;2021;98
18 Ceuta;Total;Extranjera;2020;69
18 Ceuta;Total;Extranjera;2019;75
18 Ceuta;Total;Extranjera;2018;81
18 Ceuta;Total;Extranjera;2017;68
18 Ceuta;Total;Extranjera;2016;70
18 Ceuta;Total;Extranjera;2015;63
18 Ceuta;Total;Extranjera;2014;46
18 Ceuta;Total;Extranjera;2013;48
18 Ceuta;Hombres;Total;2021;172
18 Ceuta;Hombres;Total;2020;116
18 Ceuta;Hombres;Total;2019;141
18 Ceuta;Hombres;Total;2018;141
18 Ceuta;Hombres;Total;2017;135
18 Ceuta;Hombres;Total;2016;139
18 Ceuta;Hombres;Total;2015;132
18 Ceuta;Hombres;Total;2014;126
18 Ceuta;Hombres;Total;2013;137
18 Ceuta;Hombres;Española;2021;76
18 Ceuta;Hombres;Española;2020;49
18 Ceuta;Hombres;Española;2019;74
18 Ceuta;Hombres;Española;2018;69
18 Ceuta;Hombres;Española;2017;78
18 Ceuta;Hombres;Española;2016;74
18 Ceuta;Hombres;Española;2015;71
18 Ceuta;Hombres;Española;2014;82
18 Ceuta;Hombres;Española;2013;91
18 Ceuta;Hombres;Extranjera;2021;96
18 Ceuta;Hombres;Extranjera;2020;67
18 Ceuta;Hombres;Extranjera;2019;67
18 Ceuta;Hombres;Extranjera;2018;72
18 Ceuta;Hombres;Extranjera;2017;57
18 Ceuta;Hombres;Extranjera;2016;65
18 Ceuta;Hombres;Extranjera;2015;61
18 Ceuta;Hombres;Extranjera;2014;44
18 Ceuta;Hombres;Extranjera;2013;46
18 Ceuta;Mujeres;Total;2021;22
18 Ceuta;Mujeres;Total;2020;16
18 Ceuta;Mujeres;Total;2019;29
18 Ceuta;Mujeres;Total;2018;22
18 Ceuta;Mujeres;Total;2017;19
18 Ceuta;Mujeres;Total;2016;25
18 Ceuta;Mujeres;Total;2015;16
18 Ceuta;Mujeres;Total;2014;6
18 Ceuta;Mujeres;Total;2013;15
18 Ceuta;Mujeres;Española;2021;20
18 Ceuta;Mujeres;Española;2020;14
18 Ceuta;Mujeres;Española;2019;21
18 Ceuta;Mujeres;Española;2018;13
18 Ceuta;Mujeres;Española;2017;8
18 Ceuta;Mujeres;Española;2016;20
18 Ceuta;Mujeres;Española;2015;14
18 Ceuta;Mujeres;Española;2014;4
18 Ceuta;Mujeres;Española;2013;13
18 Ceuta;Mujeres;Extranjera;2021;2
18 Ceuta;Mujeres;Extranjera;2020;2
18 Ceuta;Mujeres;Extranjera;2019;8
18 Ceuta;Mujeres;Extranjera;2018;9
18 Ceuta;Mujeres;Extranjera;2017;11
18 Ceuta;Mujeres;Extranjera;2016;5
18 Ceuta;Mujeres;Extranjera;2015;2
18 Ceuta;Mujeres;Extranjera;2014;2
18 Ceuta;Mujeres;Extranjera;2013;2
19 Melilla;Total;Total;2021;127
19 Melilla;Total;Total;2020;21
19 Melilla;Total;Total;2019;73
19 Melilla;Total;Total;2018;47
19 Melilla;Total;Total;2017;89
19 Melilla;Total;Total;2016;35
19 Melilla;Total;Total;2015;88
19 Melilla;Total;Total;2014;79
19 Melilla;Total;Total;2013;86
19 Melilla;Total;Española;2021;40
19 Melilla;Total;Española;2020;9
19 Melilla;Total;Española;2019;24
19 Melilla;Total;Española;2018;23
19 Melilla;Total;Española;2017;49
19 Melilla;Total;Española;2016;25
19 Melilla;Total;Española;2015;51
19 Melilla;Total;Española;2014;44
19 Melilla;Total;Española;2013;58
19 Melilla;Total;Extranjera;2021;87
19 Melilla;Total;Extranjera;2020;12
19 Melilla;Total;Extranjera;2019;49
19 Melilla;Total;Extranjera;2018;24
19 Melilla;Total;Extranjera;2017;40
19 Melilla;Total;Extranjera;2016;10
19 Melilla;Total;Extranjera;2015;37
19 Melilla;Total;Extranjera;2014;35
19 Melilla;Total;Extranjera;2013;28
19 Melilla;Hombres;Total;2021;117
19 Melilla;Hombres;Total;2020;19
19 Melilla;Hombres;Total;2019;65
19 Melilla;Hombres;Total;2018;39
19 Melilla;Hombres;Total;2017;82
19 Melilla;Hombres;Total;2016;31
19 Melilla;Hombres;Total;2015;75
19 Melilla;Hombres;Total;2014;72
19 Melilla;Hombres;Total;2013;75
19 Melilla;Hombres;Española;2021;38
19 Melilla;Hombres;Española;2020;9
19 Melilla;Hombres;Española;2019;22
19 Melilla;Hombres;Española;2018;18
19 Melilla;Hombres;Española;2017;44
19 Melilla;Hombres;Española;2016;21
19 Melilla;Hombres;Española;2015;40
19 Melilla;Hombres;Española;2014;38
19 Melilla;Hombres;Española;2013;48
19 Melilla;Hombres;Extranjera;2021;79
19 Melilla;Hombres;Extranjera;2020;10
19 Melilla;Hombres;Extranjera;2019;43
19 Melilla;Hombres;Extranjera;2018;21
19 Melilla;Hombres;Extranjera;2017;38
19 Melilla;Hombres;Extranjera;2016;10
19 Melilla;Hombres;Extranjera;2015;35
19 Melilla;Hombres;Extranjera;2014;34
19 Melilla;Hombres;Extranjera;2013;27
19 Melilla;Mujeres;Total;2021;10
19 Melilla;Mujeres;Total;2020;2
19 Melilla;Mujeres;Total;2019;8
19 Melilla;Mujeres;Total;2018;8
19 Melilla;Mujeres;Total;2017;7
19 Melilla;Mujeres;Total;2016;4
19 Melilla;Mujeres;Total;2015;13
19 Melilla;Mujeres;Total;2014;7
19 Melilla;Mujeres;Total;2013;11
19 Melilla;Mujeres;Española;2021;2
19 Melilla;Mujeres;Española;2020;0
19 Melilla;Mujeres;Española;2019;2
19 Melilla;Mujeres;Española;2018;5
19 Melilla;Mujeres;Española;2017;5
19 Melilla;Mujeres;Española;2016;4
19 Melilla;Mujeres;Española;2015;11
19 Melilla;Mujeres;Española;2014;6
19 Melilla;Mujeres;Española;2013;10
19 Melilla;Mujeres;Extranjera;2021;8
19 Melilla;Mujeres;Extranjera;2020;2
19 Melilla;Mujeres;Extranjera;2019;6
19 Melilla;Mujeres;Extranjera;2018;3
19 Melilla;Mujeres;Extranjera;2017;2
19 Melilla;Mujeres;Extranjera;2016;0
19 Melilla;Mujeres;Extranjera;2015;2
19 Melilla;Mujeres;Extranjera;2014;1
19 Melilla;Mujeres;Extranjera;2013;1
